Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
জনসংখ্যার দিক দিয়ে বাংলাদেশের অবস্থান পৃথিবীতে কত?,MISC,1,1,নবম,দশম,একাদশ,চতুর্থ,A
কোন গ্রহে ৮৮ দিনে এক বছর হয়?,MISC,1,1,মঙ্গল,বুধ,শনি,শুক্র,B
Natural Habitat অর্থ কী?,MISC,1,1,প্রাকৃতিক বাস্তু,সামাজিক বাস্তু,সাংস্কৃতিক বাস্তু,প্রাকৃতিক অভ্যাস,A
আরবি ভাষায় ‘মওসুম' শব্দের অর্থ কী?,MISC,1,1,তাপ,ঋতু,বৃষ্টি,বায়ু,B
শনির উপগ্রহ কয়টি?,MISC,1,1,২টি,৫টি,১৬টি,২২টি,D
বায়ুদূষণ বেশি মাত্রায় ঘটে কোনটি ব্যবহার করলে?,MISC,1,1,যানবাহনে ক্যালডিয়ামবিহীন পেট্রোল ব্যবহার করলে,যানবাহনে ক্যালডিয়ামযুক্ত পেট্রোল ব্যবহার করলে,যানবাহনে সিসাযুক্ত পেট্রোল ব্যবহার করলে,যানবাহনে সিসাহীন পেট্রোল ব্যবহার করলে,C
রবি শংকর একজন বিখ্যাত-,MISC,1,1,সেতার বাদক,গায়ক,স্বরোবাদক,বেহালা বাদক,A
ওজোন গ্যাসের সংকেত কোনটি?,MISC,1,1,O,C₂,CO,O3,D
প্রকৌশল বিশ্ববিদ্যালয়ে কত ভাগ নারী শিক্ষার্থী রয়েছে?,MISC,1,1,8,9,19,29,B
বিখ্যাত চিত্রকর্ম 'তিন কণ্যা'এর চিত্রকর কে?,MISC,2,2,জয়নুল আবেদীন,কামরুল হাসান,এস এম সুলতান,রফিকুল্নবী,B
শুল্ক ঋতুতে মাটি ক্ষয়ের প্রধান কারণ-,MISC,2,2,পানি,জুম চাষ,বায়ুপ্রবাহ,বনোচ্ছেদ,C
প্রস্বেদন প্রক্রিয়ার শতকরা কত ভাগ দিবাভাগে সংঘটিত হয়?  ,MISC,2,2, ৯০ ভাগ, ৮৫ ভাগ, ৯৫ ভাগ, ৮০ ভাগ,C
শিক্ষক পাঠদানের জন্য ব্যবহার করেন-,MISC,2,2,দেওয়াল মানচিত্র,ভূসংস্থানিক মানচিত্র,প্রাকৃতিক মানচিত্র,এটলাস মানচিত্র,A
পানি দূষণের ফলাফল কোনটি?,MISC,2,2,জলজ প্রাণির আবাসস্থল নষ্ট হচ্ছে,নদী প্রবাহের বাঁধা সৃষ্টি হচ্ছে না,পানির উৎস কমে যাচ্ছে,যোগাযোগের মাধ্যম নষ্ট হচ্ছে,A
অধিকাংশ বাঙালির মাথা কীরূপ?;,MISC,2,2,গোল,লম্বা,চ্যাপ্টা,চৌকোণা,A
বর্তমানে বাংলাদেশে জনসংখ্যার ঘনত্ব প্রতি বর্গকিলোমিটারে কত জন?,MISC,2,2,৮৭৫ জন,৯৮৫ জন,১১৪০ জন,১১৩৭ জন,C
দুর্যোগ ব্যবস্থাপনার বেশি কাজ সম্পন্ন করতে হয় কখন?,MISC,2,2,দুর্যোগ প্রশমন সময়,দুর্যোগ পূর্ব সময়,দুর্যোগের সময়,দুর্যোগ পুনরুদ্ধার সময়,B
ZPG কী?,MISC,2,2,Zero Population Growth,Zero Percent Growth,Zero Popular Growth,Zest Populated Growth,A
যে প্রতীক বা রাশি ভিন্ন ভিন্ন মান গ্রহণ করে তাকে কী বলে?,MISC,2,2,অপেক্ষক,পরামিতি,চলক,ধ্রুবক,C
আরবি ‘মওসুম’ শব্দের অর্থ কী?,MISC,2,2,দিন,ঋতু,বছর,সময়,B
বাংলাদেশের কোন বেসরকারি সংস্থা শুরুতে কৃষি ও বন মন্ত্রণালয়ের সাথে সংযুক্ত সেল হিসেবে কাজ করে?,MISC,2,2,ব্র্যাক,স্বনির্ভর বাংলাদেশ,প্রশিকা,আশা,B
উন্নয়নে অংশীদারিত্ব প্রতিষ্ঠিত হয় কিভাবে?,MISC,2,2,উন্নয়ন কাজে অংশগ্রহণ করলে,সঠিকভাবে দায়িত্ব ও কর্তব্য পালন করলে,তৃণমূল পর্যায়ের লোকেরা অংশ নিলে,উন্নয়নের সুফল ভোগ করলে,B
অভিগমন কত প্রকার হতে পারে?,MISC,2,2,৩ প্রকার,৪ প্রকার,৫ প্রকার,২ প্রকার,D
বিশ্বের শ্রেষ্ঠ পাঠাগার থেকে গ্রন্থ নির্বাচন করে ঘরে বসে পাঠ করা যায়। এটি কীভাবে সম্ভব হয়েছে?;,MISC,2,2,টেলিভিশন দেখার মাধ্যমে;,প্রযুক্তির ফলে;,উন্নত যোগাযোগ ব্যবস্থার কারণে;,পত্রপত্রিকা পাঠের ফলে,B
সূর্যরশ্মি পৃথিবীতে তরঙ্গ আকারে আসে। এ তরঙ্গ কীরুপ?,MISC,2,2,নিম্ন,উচ্চ,ক্ষুদ্র,বৃহৎ,C
স্বাধীনতার রূপ কয়টি?,MISC,2,2,2,3,4,5,D
বন্যা প্রতিরোধে শহরে কী রকম বাঁধ দেখা যায়?,MISC,2,2,প্রকৌশলগত,বেষ্টনীমূলক,কংক্রিট,বেড়ি,B
বাংলাদেশের কৃষিখাত প্রধানত কয়টি উপখাত নিয়ে গঠিত?,MISC,2,2,2,3,4,5,A
সুন্দরবন এলাকায় জলদস্যুদের আস্তানা বেশি হওয়ার কারণ-,MISC,2,2,বিদ্যমান সামাজিক পরিবেশ,বংশানুক্রমে ঐ এলাকার লোকজন জলদস্যু,বিদ্যমান ভৌগোলিক পরিবেশ,অর্থনৈতিক সংকট,C
Rapport কী?,MISC,3,3,সাহায্যার্থীর পেশাগত সম্পর্ক,সাহায্যার্থীর সঙ্গে সমাজকর্মীর পেশাগত সম্পর্ক,মাঠকর্মীর অনুশীলন প্রতিবেদন,অভিযোগ করা,B
প্রাইভেট লিমিটেড কোম্পানির সদস্য সংখ্যা কত?,MISC,3,3,৭–অসংখ্য,৭–১০০,২–৫০,২–১০০,C
উত্তপ্ত ও বৈচিত্র্যময় আবহাওয়ার কারণে গ্রিসের ভৌগোলিক পরিবেশ ছিল ভিন্ন। এর পরিপ্রেক্ষিতে কোনটি বলা যায়?,MISC,3,3,গ্রিস সমরতন্ত্র দ্বারা প্রভাবিত ছিল,এটি রাষ্ট্রকে বিভক্ত করেছে,এর সভ্যতার ধরনও ছিল ভিন্ন,ভূমিদাস প্রথা বিদ্যমান ছিল,C
