Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
ঢাকার নাম জাহাঙ্গীরনগর রাখেন-,History,1,3,শাহজাদা আজম খাঁ,নবাব শায়েস্তা খাঁ,যুবরাজ,সুবেদার ইসলাম খান,D
বাংলার দক্ষিণ অঞ্চলের মানুষকে পর্তুগীজ ও মগ জলদস্যুদের অত্যাচার থেকে কে রক্ষা করেন?,History,2,3,মুর্শিদকুলী খাঁ,ইসলাম খাঁ,শায়েস্তা খাঁ,ঈসা খাঁ,C
বাংলাদেশের প্রাচীন জাতি কোনটি?,History,2,3,আর্য,মোঙ্গল,পুন্ড্র,দ্রাবিড়,D
"ইস্ট ইন্ডিয়া কোম্পানিকে বাংলা ,বিহার ও উড়িষ্যার দেওয়ানী প্রদান করেন কে?",History,1,3,শাহ্‌ সুজা,মীর জাফর,ফররুখ শিয়ার,দ্বিতীয় শাহ্‌ আলম,D
"""পরিব্রাজক"" শব্দের অর্থ কী?",History,1,1,পর্যটক,পরিদর্শক,পরিচালক,কোনটিই নয়,A
কোন মোঘল সম্রাট বাংলাকে 'জান্নাতুল সুবাহ' (শ্বর্গীয় প্রদেশ) বলে আখ্যায়িত করেছিলেন?,History,1,1,বাবর,হুমায়ুন,আকবর,জাহাঙ্গীর,B
পানিপথের যুদ্ধ হয়েছিল কোন নদীর তীরে ?,History,1,1,মেঘনা,গঙ্গা,যমুনা,সিন্ধ,C
বাঙ্গালী জাতির প্রধান অংশ কোন মূল জাতিগোষ্ঠীর অন্তর্ভুক্ত?,History,2,3,দ্রাবিড়,নেগ্রিটো,ভোটচীন,অষ্ট্রিক,D
চৈনিক পরিব্রাজক ফা-হিয়েন কার সময় এ দেশে আসেন?,History,1,3,প্রথম চন্দ্রগুপ্ত,দ্বিতীয় চন্দ্রগুপ্ত,তৃতীয় চন্দ্রগুপ্ত,এদের কারো সময়েই নয়,B
বিখ্যাত 'গ্র্যান্ড ট্রাঙ্ক' রোডটি বাংলাদেশের কোন অঞ্চলথেকে শুরু হয়েছে ?,History,1,3,কুমিল্লা জেলার দাউদকান্দি,ঢাকা জেলার বারিধারা,যশোর জেলার ঝিকরগাছা,নারায়ণগঞ্জ জেলার সোনারগাঁও,D
কোন মুঘল সুবেদার পর্তুগীজদের চট্টগ্রাম থেকে বিতাড়িত করেন ?,History,1,1,কাসিম খান,ইসলাম খান,মীর জুমলা,শায়েস্তা খাঁ,D
তিতুমীরের দুর্গের মূল উপাদান কি ছিল?,History,1,1,ইট,পাথর,বাঁশ,কাঠ,C
'মাৎস্যন্যায়' বাংলার কোন সময়কাল নির্দেশ করে?,History,2,2,৫ম-৬ষ্ঠ শতক,৬ষ্ঠ -৭ম শতক,৭ম-৮ম শতক,৮ম-৯ম শতক,C
বাংলার আদি অধিবাসীগণ কোন ভাষাভাষী ছিল?,History,2,2,সংস্কৃত,বাংলা,অস্ট্রিক,হিন্দি,C
ছয়-দফার দাবি প্রথম কোথায় উত্থাপন করা হয়?,History,3,2,ঢাকায়,লাহোরে,করাচিতে,নারায়নগঞ্জ,B
কোন মুসলিম ৮৩,History,1,2,মালিক কাফুর,বৈরাম খাঁন,শায়েস্তা খাঁন,মীর জুমলা,A
ছয়দফা কর্মসূচি ঘোষণা করেন-,History,2,2,মাওলানা ভাসানী,কমরেড মুজাফফর আহম্মদ,বঙ্গবন্ধু শেখ মুজিবুর রহমান,হোসেন শহীদ সোহরাওয়ার্দী,C
প্রথম মুসলিম সিন্ধু বিজেতা ছিলেন?,History,1,3,বাবর,সুলতান মাহমুদ,মুহাম্মদ বিন কাসিম,মোহাম্মদ ঘোরী,C
ঢাকা বাংলার রাজধানী স্থাপনের সময় মোগল সুবেদার কে ছিলেন?,History,1,2,ইসলাম খান,ইব্রাহীম খাঁন,শায়েস্তা খাঁন,মীর জুমলা,A
বঙ্গভঙ্গ কত সালে হয়েছে ?,History,3,1,১৯০৫ সালে,১৯৫৭ সালে,১৯৪৭ সালে,১৮০৫ সালে,A
কোনটি প্রাচীন নগরী নয়?,History,3,3,কর্ণসুবর্ণ,উজ্জয়নী,বিশাখাপট্টম,পাটালিপুত্র,C
বাংলাদেশে দ্বৈত শাসন কে প্রবর্তন করেন?,History,3,3,লর্ড কর্ণওয়ালিস,লর্ড ক্লাইভ,নবাব মীর কাসেম,ওয়ারেন হেস্টিংস,B
বাংলায় চিরস্থায়ী ভূমি ব্যবস্থা কে প্রবর্তন করেন?,History,3,1,লর্ড কর্ণওয়ালিস,লর্ড ক্লাইভ,নবাব মীর কাসেম,ওয়ারেন হেস্টিংস,B
নিচের কে ভারতের অসহযোগ আন্দোলনের নেতৃত্ব দেন?,History,3,2,জওহরলাল নেহেরু,মওলানা আবুল কলাম আজাদ,মহাত্না গান্ধী,কোনটিই নয়,C
পাক-ভারত ২য় যুদ্ধ কত সালে শুরু হয়,History,1,2,১৯৬৫ সালে,১৯৬৯ সালে,১৯৬৩ সালে,১৯৭০ সালে,A
ইলা মিত্র আংশগ্রহণ করেন -,History,3,2,ওয়াহাবী আন্দোলনে,নীল বিদ্রোহে,তেভাগা আন্দৌলনে,সিপাহী বিদ্রোহে,C
চিরস্থায়ী বন্দোবস্ত কবে প্রবর্তন করা হয়?,History,2,3,২২-৩-১৮৯৩,২২-৩-১৮০৫,২২-৩-১৭৯৩,১৬-৩-১৭৯৬,C
শশাঙ্ক কখন স্বাধীন গৌড়রাজ্য প্রতিষ্ঠা করেন?,History,3,2,৫১৮ খ্রিস্টাব্দে,৭১২ খ্রিস্টাব্দে,৬০৬ খ্রিস্টাব্দে পূর্বে,৫১২ খ্রিস্টাব্দের পরে,C
ঢাকার 'ধোলাই খাল' কে খনন করেন?,History,3,2,পরীবিবির,ইসলাম খান,শায়েস্তা খান,ঈশা খান,B
প্রীতিলতা ওয়াদ্দেদার কার শ্যষ্যি ছিলেন ?,History,2,1,দেশবন্ধু চিওরঞ্জন দাসের,মাস্টারদা সূর্যসেনের,নেতাজী সুভাষ চন্দ্র বসুর,মহাত্মা গান্ধীর,B
মুহম্মদ বিন তুঘলক রাজধানী স্থানান্তর করেন -,History,2,1,করাচিতে,দেবগিরিতে,নগর কোটে,ঘোড়াশালে,B
